[--] ----------------------------------------------
[--] CANreal Logfile Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\thomas\Documents\Workspace Tom\HEMS\OLY-GEp88--88K-2008.csplog
[F2] Split file series:       	OLY-GEp88--88K-2008.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	1835
[F7] File date:               	12.07.2017
[F8] File time:               	16:00:14
[S1] Hardware:                	1000
[S2] Driver:                  	2607
[S3] Firmware:                	1100
[S5] dll:                     	4807
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	4.84
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[C1] Net number:              	0
[C2] Baud:                    	250.0
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
         104	    	16:00:15	393.857	          0.860		 217972202	  0CFDFDEA	L     	  8	97	01	EB	00	FF	FF	00	00	—_л_яя__	
         105	    	16:00:15	394.733	          0.876		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	CF	FF	FF	яяяяяПяя	
         106	    	16:00:15	395.613	          0.880		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         107	    	16:00:15	443.439	         47.826		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         108	    	16:00:15	444.292	          0.853		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EF	30	FF	FF	FF	яяяп0яяя	
         109	    	16:00:15	445.208	          0.916		 217972970	  0CFE00EA	L     	  8	89	01	E0	00	FF	FF	00	00	‰_а_яя__	
         110	    	16:00:15	489.950	         44.742		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         111	    	16:00:15	490.806	          0.856		 217056490	  0CF004EA	L     	  8	FF	FF	FF	ED	30	FF	FF	FF	яяян0яяя	
         112	    	16:00:15	491.726	          0.920		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         113	    	16:00:15	492.655	          0.929		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
         114	    	16:00:15	493.567	          0.912		 217973738	  0CFE03EA	L     	  8	92	01	EB	00	FF	FF	00	00	’_л_яя__	
         115	    	16:00:15	494.487	          0.920		 419360490	  18FEEEEA	L     	  8	61	FF	FF	FF	FF	FF	FF	FF	aяяяяяяя	
         116	    	16:00:15	495.419	          0.932		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         117	    	16:00:15	548.029	         52.610		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         118	    	16:00:15	548.830	          0.801		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EC	30	FF	FF	FF	яяям0яяя	
         119	    	16:00:15	549.694	          0.864		 217974506	  0CFE06EA	L     	  8	90	01	E7	00	1F	1A	00	00	ђ_з_____	
         120	    	16:00:15	550.626	          0.932		 419360746	  18FEEFEA	L     	  8	FF	FF	FF	60	FF	FF	FF	FF	яяя`яяяя	
         121	    	16:00:15	551.310	          0.684		 417989098	  18EA01EA	L     	  3	CB	FE	00	  	  	  	  	  	Лю_     	
         122	    	16:00:15	588.853	         37.543		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         123	    	16:00:15	589.653	          0.800		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EB	30	FF	FF	FF	яяял0яяя	
         124	    	16:00:15	590.521	          0.868		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         125	    	16:00:15	591.397	          0.876		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
         126	    	16:00:15	592.264	          0.867		 217972202	  0CFDFDEA	L     	  8	97	01	EB	00	FF	FF	00	00	—_л_яя__	
         127	    	16:00:15	593.139	          0.875		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	CF	FF	FF	яяяяяПяя	
         128	    	16:00:15	593.994	          0.855		 419362794	  18FEF7EA	L     	  8	FF	FF	FF	FF	1A	01	1A	01	яяяя____	
         129	    	16:00:15	594.874	          0.880		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         130	    	16:00:15	643.616	         48.742		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         131	    	16:00:15	644.469	          0.853		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EC	30	FF	FF	FF	яяям0яяя	
         132	    	16:00:15	645.397	          0.928		 217944810	  0CFD92EA	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	яяяяяяяя	
         133	    	16:00:15	646.313	          0.916		 217972970	  0CFE00EA	L     	  8	89	01	E0	00	FF	FF	00	00	‰_а_яя__	
         134	    	16:00:15	689.659	         43.346		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         135	    	16:00:15	690.512	          0.853		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EC	30	FF	FF	FF	яяям0яяя	
         136	    	16:00:15	691.516	          1.004		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         137	    	16:00:15	692.444	          0.928		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
         138	    	16:00:15	693.360	          0.916		 217973738	  0CFE03EA	L     	  8	91	01	EB	00	FF	FF	00	00	‘_л_яя__	
         139	    	16:00:15	694.340	          0.980		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         140	    	16:00:15	771.513	         77.173		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         141	    	16:00:15	772.313	          0.800		 217056490	  0CF004EA	L     	  8	FF	FF	FF	ED	30	FF	FF	FF	яяян0яяя	
         142	    	16:00:15	773.170	          0.857		 217974506	  0CFE06EA	L     	  8	91	01	E7	00	21	1A	00	00	‘_з_!___	
         143	    	16:00:15	788.989	         15.819		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         144	    	16:00:15	789.789	          0.800		 217056490	  0CF004EA	L     	  8	FF	FF	FF	ED	30	FF	FF	FF	яяян0яяя	
         145	    	16:00:15	790.658	          0.869		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         146	    	16:00:15	791.534	          0.876		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
         147	    	16:00:15	792.406	          0.872		 217972202	  0CFDFDEA	L     	  8	97	01	EB	00	FF	FF	00	00	—_л_яя__	
         148	    	16:00:15	793.282	          0.876		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	CF	FF	FF	яяяяяПяя	
         149	    	16:00:15	794.162	          0.880		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         150	    	16:00:15	843.273	         49.111		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         151	    	16:00:15	844.125	          0.852		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EC	30	FF	FF	FF	яяям0яяя	
         152	    	16:00:15	845.041	          0.916		 217972970	  0CFE00EA	L     	  8	89	01	E0	00	FF	FF	00	00	‰_а_яя__	
         153	    	16:00:15	889.771	         44.730		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         154	    	16:00:15	890.632	          0.861		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EC	30	FF	FF	FF	яяям0яяя	
         155	    	16:00:15	891.552	          0.920		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         156	    	16:00:15	892.480	          0.928		 217944810	  0CFD92EA	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	яяяяяяяя	
