[--] ----------------------------------------------
[--] CANreal Logfile Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\thomas\Documents\Workspace Tom\HEMS\OLY-GEH250-250K-2011.csplog
[F2] Split file series:       	CATO-GEH250-250K-2011.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	1835
[F7] File date:               	12.07.2017
[F8] File time:               	11:55:46
[S1] Hardware:                	1000
[S2] Driver:                  	2607
[S3] Firmware:                	1100
[S5] dll:                     	4807
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 8  (6,2,9200,2,[])
[S9] CANreal:                 	4.84
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[C1] Net number:              	0
[C2] Baud:                    	250.0
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
          70	    	11:55:47	655.830	          0.704		 217945066	  0CFD93EA	L     	  8	D0	FF	FF	FF	FF	FF	FF	FF	Ðÿÿÿÿÿÿÿ	
          71	    	11:55:47	656.542	          0.712		 217972202	  0CFDFDEA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          72	    	11:55:47	657.263	          0.721		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	DF	FF	FF	ÿÿÿÿÿßÿÿ	
          73	    	11:55:47	657.963	          0.700		 218039018	  0CFF02EA	L     	  8	00	C8	00	00	FF	FF	FF	FF	_È__ÿÿÿÿ	
          74	    	11:55:47	692.826	         34.863		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
          75	    	11:55:47	693.566	          0.740		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          76	    	11:55:47	694.471	          0.905		 217972970	  0CFE00EA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          77	    	11:55:47	746.805	         52.334		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
          78	    	11:55:47	747.545	          0.740		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          79	    	11:55:47	748.286	          0.741		 217945066	  0CFD93EA	L     	  8	D0	FF	FF	FF	FF	FF	FF	FF	Ðÿÿÿÿÿÿÿ	
          80	    	11:55:47	749.042	          0.756		 419357930	  18FEE4EA	L     	  8	FF	FF	FF	FF	FF	FF	FC	FF	ÿÿÿÿÿÿüÿ	
          81	    	11:55:47	749.802	          0.760		 218039018	  0CFF02EA	L     	  8	00	C8	00	00	FF	FF	FF	FF	_È__ÿÿÿÿ	
          82	    	11:55:47	794.201	         44.399		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
          83	    	11:55:47	794.981	          0.780		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          84	    	11:55:47	795.922	          0.941		 217974506	  0CFE06EA	L     	  8	00	00	00	00	00	00	00	00	________	
          85	    	11:55:47	854.928	         59.006		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
          86	    	11:55:47	855.668	          0.740		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          87	    	11:55:47	856.387	          0.719		 217944810	  0CFD92EA	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
          88	    	11:55:47	857.085	          0.698		 217945066	  0CFD93EA	L     	  8	D0	FF	FF	FF	FF	FF	FF	FF	Ðÿÿÿÿÿÿÿ	
          89	    	11:55:47	857.805	          0.720		 217973738	  0CFE03EA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          90	    	11:55:47	858.517	          0.712		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	DF	FF	FF	ÿÿÿÿÿßÿÿ	
          91	    	11:55:47	859.225	          0.708		 218039018	  0CFF02EA	L     	  8	00	C8	00	00	FF	FF	FF	FF	_È__ÿÿÿÿ	
          92	    	11:55:47	892.733	         33.508		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
          93	    	11:55:47	893.473	          0.740		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          94	    	11:55:47	950.095	         56.622		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
          95	    	11:55:47	950.888	          0.793		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          96	    	11:55:47	951.644	          0.756		 217945066	  0CFD93EA	L     	  8	D0	FF	FF	FF	FF	FF	FF	FF	Ðÿÿÿÿÿÿÿ	
          97	    	11:55:47	952.396	          0.752		 419360490	  18FEEEEA	L     	  8	58	FF	FF	FF	FF	FF	FF	FF	Xÿÿÿÿÿÿÿ	
          98	    	11:55:47	953.156	          0.760		 218039018	  0CFF02EA	L     	  8	00	C8	00	00	FF	FF	FF	FF	_È__ÿÿÿÿ	
          99	    	11:55:47	993.387	         40.231		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
         100	    	11:55:47	994.180	          0.793		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
         101	    	11:55:47	994.940	          0.760		 419360746	  18FEEFEA	L     	  8	FF	FF	FF	00	FF	FF	FF	FF	ÿÿÿ_ÿÿÿÿ	
         102	    	11:55:48	053.970	         59.030		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
         103	    	11:55:48	054.711	          0.741		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
         104	    	11:55:48	055.415	          0.704		 217945066	  0CFD93EA	L     	  8	D0	FF	FF	FF	FF	FF	FF	FF	Ðÿÿÿÿÿÿÿ	
         105	    	11:55:48	056.123	          0.708		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	DF	FF	FF	ÿÿÿÿÿßÿÿ	
         106	    	11:55:48	056.831	          0.708		 419362794	  18FEF7EA	L     	  8	FF	FF	FF	FF	F5	01	F5	01	ÿÿÿÿõ_õ_	
         107	    	11:55:48	057.536	          0.705		 218039018	  0CFF02EA	L     	  8	00	C8	00	00	FF	FF	FF	FF	_È__ÿÿÿÿ	
         108	    	11:55:48	092.139	         34.603		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Íÿÿÿÿÿÿÿ	
