[--] ----------------------------------------------
[--] CANreal Logfile Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\thomas\Documents\Workspace Tom\HEMS\CAT-C15-500K-2007.csplog
[F2] Split file series:       	CAT-C15-500K-2007.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	1835
[F7] File date:               	09.07.2017
[F8] File time:               	15:10:59
[S1] Hardware:                	1000
[S2] Driver:                  	2607
[S3] Firmware:                	1100
[S5] dll:                     	4807
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 8  (6,2,9200,2,[])
[S9] CANreal:                 	4.84
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[C1] Net number:              	0
[C2] Baud:                    	250.0
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
         110	    	15:10:59	672.540	          5.740		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
         111	    	15:10:59	673.355	          0.815		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
         112	    	15:10:59	674.230	          0.875		 217972970	  0CFE00EA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
         113	    	15:10:59	678.857	          4.627		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         114	    	15:10:59	690.409	         11.552		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
         115	    	15:10:59	691.217	          0.808		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
         116	    	15:10:59	692.089	          0.872		 217945066	  0CFD93EA	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
         117	    	15:10:59	692.980	          0.891		 217973738	  0CFE03EA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
         118	    	15:10:59	693.554	          0.574		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         119	    	15:10:59	694.126	          0.572		 419360490	  18FEEEEA	L     	  8	5D	FF	FF	FF	FF	FF	FF	FF	]ÿÿÿÿÿÿÿ	
         120	    	15:10:59	709.359	         15.233		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         121	    	15:10:59	723.007	         13.648		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         122	    	15:10:59	723.720	          0.713		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
         123	    	15:10:59	724.412	          0.692		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
         124	    	15:10:59	738.968	         14.556		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         125	    	15:10:59	744.468	          5.500		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
         126	    	15:10:59	745.381	          0.913		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
         127	    	15:10:59	746.313	          0.932		 217974506	  0CFE06EA	L     	  8	00	00	00	00	00	00	00	00	________	
         128	    	15:10:59	747.285	          0.972		 419360746	  18FEEFEA	L     	  8	FF	FF	FF	00	FF	FF	FF	FF	ÿÿÿ_ÿÿÿÿ	
         129	    	15:10:59	753.033	          5.748		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         130	    	15:10:59	753.745	          0.712		 218029824	  0CFEDF00	L     	  8	83	80	0C	FF	FF	FF	FF	FF	€_ÿÿÿÿÿ	
         131	    	15:10:59	754.449	          0.704		 217944576	  0CFD9200	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
         132	    	15:10:59	770.514	         16.065		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         133	    	15:10:59	771.230	          0.716		 419361280	  18FEF200	L     	  8	00	00	FF	FF	FF	FF	FF	FF	__ÿÿÿÿÿÿ	
         134	    	15:10:59	771.931	          0.701		 486445568	  1CFE9200	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
         135	    	15:10:59	783.105	         11.174		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         136	    	15:10:59	783.811	          0.706		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
         137	    	15:10:59	784.507	          0.696		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
         138	    	15:10:59	785.208	          0.701		 419362560	  18FEF700	L     	  8	FF	FF	FF	FF	F5	01	F5	01	ÿÿÿÿ๕_๕_	
         139	    	15:10:59	791.000	          5.792		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
         140	    	15:10:59	791.864	          0.864		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
         141	    	15:10:59	792.840	          0.976		 217945066	  0CFD93EA	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
         142	    	15:10:59	793.772	          0.932		 217972202	  0CFDFDEA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
         143	    	15:10:59	794.730	          0.958		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	DF	FF	FF	ÿÿÿÿÿ฿ÿÿ	
         144	    	15:10:59	795.709	          0.979		 419362794	  18FEF7EA	L     	  8	FF	FF	FF	FF	F5	01	F5	01	ÿÿÿÿ๕_๕_	
         145	    	15:10:59	799.781	          4.072		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         146	    	15:10:59	800.501	          0.720		 218036224	  0CFEF800	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
         147	    	15:10:59	801.213	          0.712		 419363840	  18FEFC00	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
         148	    	15:10:59	801.906	          0.693		 419358976	  18FEE900	L     	  8	FF	FF	FF	FF	B6	37	18	00	ÿÿÿÿถ7__	
         149	    	15:10:59	802.610	          0.704		 419357696	  18FEE400	L     	  8	FF	FF	FF	FF	FC	FF	FF	FF	ÿÿÿÿüÿÿÿ	
         150	    	15:10:59	803.310	          0.700		 419360256	  18FEEE00	L     	  8	5D	5C	00	FF	FF	FF	FF	FF	]\_ÿÿÿÿÿ	
         151	    	15:10:59	804.015	          0.705		 419362048	  18FEF500	L     	  8	C6	FF	FF	FF	FF	FF	FF	FF	ฦÿÿÿÿÿÿÿ	
         152	    	15:10:59	804.719	          0.704		 419338496	  18FE9900	L     	  8	00	7D	00	7D	FF	FF	FF	FF	_}_}ÿÿÿÿ	
